RecDate,Mkt,Series,Sector,Symbol,NameOfTheSecurityInNse,PrevClose,OpenPrice,HighPrice,LowPrice,ClosePrice,TradeValue,TradeQty,IndSec,CoprInd,Trades,52W_High,52W_Low
1/1/2015,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,82.15,82.2,82.65,81.95,82.15,77214067.85,938370,Y, ,5172,115.6,71.4
1/1/2015,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,399.4,397.1,406,397.1,404.45,1018855512,2531499,Y, ,36733,579.9,332
1/1/2015,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2558.25,2567,2567,2541,2545.55,467434456.2,183415,Y, ,8002,2839.7,1999.5
1/1/2015,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2593.55,2589,2613.45,2580.75,2594.55,317414479.6,122347,Y, ,6691,2734,1676.35
1/1/2015,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2676.05,2678.9,2678.9,2651.2,2662.5,144211181.6,54097,Y, ,2625,2872,1634
1/1/2015,N,EQ,InfoTech,WIPRO,WIPRO LTD,555.2,552.55,554.4,550.5,552.4,112185873.5,202978,Y, ,4196,621.9,474.7
1/1/2015,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,380.75,381,381.05,377.05,377.7,121497573.9,321140,Y, ,7645,402.4,254.15
1/2/2015,N,EQ,Cement,ACC,ACC LIMITED,1403.55,1406.4,1431,1405.55,1425.9,217835777.3,153349,Y, ,6880,1564.65,970.15
1/2/2015,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,227.75,228,231.7,228,230.95,134365327,582581,Y, ,10066,243.8,150.1
1/2/2015,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,749.15,751.25,781.45,751.25,775.05,1605197101,2080850,Y, ,56086,809.6,460.2
1/2/2015,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,503.05,503.2,516.9,501.7,514.3,1973886873,3852825,Y, ,45686,2043.05,369.05
1/2/2015,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2452.15,2457,2476.4,2432,2451.75,403919700.5,164726,Y, ,10233,2695,1793.2
1/2/2015,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1083.05,1085.9,1101.9,1084.6,1096.25,1057434468,964267,Y, ,18659,1124.95,511.15
1/2/2015,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,362.9,363.8,367,362,365.05,919042492.1,2519814,Y, ,46461,420,281.9
1/2/2015,N,EQ,CapGoods,BHEL,BHEL,268.55,269.4,276.95,269,275.3,1130208515,4117859,Y, ,36826,291.5,145.55
1/2/2015,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,654.2,650.9,655.9,642.45,644.4,663809363.6,1023715,Y, ,20920,785,316.05
1/2/2015,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,238.95,238.4,242.6,238.4,241.4,213028974.5,882416,Y, ,9472,386,228.05
1/2/2015,N,EQ,Pharma,CIPLA,CIPLA LTD,628.4,633,637.55,629.35,630.15,436107243,688999,Y, ,11080,673,366.5
1/2/2015,N,EQ,Metals,COALINDIA,COAL INDIA LTD,380.05,380.5,386.6,379.95,381.75,372222901.1,969551,Y, ,14416,423.7,240.3
1/2/2015,N,EQ,Housing,DLF,DLF LIMITED,137.4,138.4,140.75,137.1,139.2,662983759.5,4759090,Y, ,26873,242.95,100.1
1/2/2015,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3210.5,3220,3242.65,3215,3221.4,277571939.9,86014,Y, ,4661,3666.25,2246.5
1/2/2015,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,442.6,443.7,448.2,442.65,444.6,283606354.6,637644,Y, ,10318,551.9,332.3
1/2/2015,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3402.5,3405.1,3506,3399,3495.7,155786300.1,44930,Y, ,3649,3789,2426.35
1/2/2015,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1606.8,1602.05,1618.95,1600.05,1605.25,375386382.7,233343,Y, ,12194,1776.25,1234.1
1/2/2015,N,EQ,FinSrvc,HDFC,HDFC LTD,1124,1127.3,1176.95,1125.35,1171.9,2342844535,2019816,Y, ,59071,1177.8,755
1/2/2015,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,952.05,950.4,969.3,950.4,965.3,1423838322,1475096,Y, ,23437,973.95,616.8
1/2/2015,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3105.4,3115,3119,3090.55,3098.1,582121022.7,187675,Y, ,14638,3269.95,1907.1
1/2/2015,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,158.45,158.9,161.2,158.35,160.1,468424983.2,2923839,Y, ,20212,198.9,96.7
1/2/2015,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,758.45,757,766,752.65,755.95,917466399.8,1207322,Y, ,38908,829.75,537.2
1/2/2015,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,352.3,352,363.5,352,362.3,2708011768,7520900,Y, ,80098,1798.15,319.2
1/2/2015,N,EQ,FinSrvc,IDFC,IDFC LIMITED,157.8,157.8,160.6,157.8,158.8,746952313,4689396,Y, ,24350,166.65,88.05
1/2/2015,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,812,816,823.35,812,815.9,522861794.6,640249,Y, ,10890,823.35,369.5
1/2/2015,N,EQ,InfoTech,INFY,INFOSYS LIMITED,1974.4,1972,2019.05,1972,2013.2,3394668524,1694580,Y, ,54166,4402.2,1896.3
1/2/2015,N,EQ,Tobacco,ITC,ITC LTD,367.15,367.25,370.15,367.25,368.3,1621433079,4399784,Y, ,62713,400.3,310.35
1/2/2015,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,156.55,158,164.6,157.6,161.95,1322629889,8169041,Y, ,49223,351,125.1
1/2/2015,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1258.6,1261,1279,1258.3,1271.55,803652186.5,631815,Y, ,25080,1315.5,630.5
1/2/2015,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1502.95,1501.5,1539,1501.5,1534.65,1970914033,1291056,Y, ,56559,1776.6,951.5
1/2/2015,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1429.2,1435,1442.5,1428.05,1432.3,354667429.3,247162,Y, ,8964,1497.5,855.4
1/2/2015,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1237.05,1230.25,1243.7,1222.5,1224.65,788714897.9,639928,Y, ,23313,1433.7,846.6
1/2/2015,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3340.75,3360,3383,3350.5,3359.6,787320596.1,233924,Y, ,10656,3462,1540.4
1/2/2015,N,EQ,Metals,NMDC,NMDC LTD.,148.25,149,149,146.2,146.95,138089129,935693,Y, ,10420,196,123.1
1/2/2015,N,EQ,Power,NTPC,NTPC LTD,142.45,142.5,145,142.5,144.4,286389793.2,1985911,Y, ,19613,168.9,110.65
1/2/2015,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,344.05,344.1,352.5,344.1,349.2,869534981.2,2490979,Y, ,45021,471.85,264.15
1/2/2015,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,219.65,220,222,219.05,219.8,982671235.2,4451061,Y, ,32572,1135.1,216.15
1/2/2015,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,137.1,137.15,139.35,137.15,138.75,282004338.8,2032228,Y, ,9244,150.9,93.25
1/2/2015,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,887.9,888.1,896.05,884.3,885.55,1490461120,1675827,Y, ,31269,1145.25,793.1
1/2/2015,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,314,314.35,318.3,314.35,315.25,3147388630,9935094,Y, ,79553,2979,287
1/2/2015,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,219.25,219.35,224.45,219.35,222.3,727194681.3,3270358,Y, ,25451,318.3,168.85
1/2/2015,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,822.2,824,830.5,824,826.25,587741492.5,710310,Y, ,32763,932.5,552.55
1/2/2015,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,498.45,497.25,517.4,497.25,511.8,2116514669,4148596,Y, ,60297,550.7,332.1
1/2/2015,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,82.15,82.25,83.75,82.25,83.35,198805864.2,2387959,Y, ,12220,115.6,71.4
1/2/2015,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,404.45,406,413,406,410.75,1406721592,3433980,Y, ,53347,579.9,332
1/2/2015,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2545.55,2551,2590.95,2550.6,2579.45,1188740110,462870,Y, ,27585,2839.7,1999.5
1/2/2015,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2594.55,2587,2619,2587,2607.25,668237185.4,256301,Y, ,13186,2734,1676.35
1/2/2015,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2662.5,2669.5,2752.5,2667.25,2742.1,622685625.2,228660,Y, ,14784,2872,1634
1/2/2015,N,EQ,InfoTech,WIPRO,WIPRO LTD,552.4,553.4,560.25,553,557.3,438968022.2,787304,Y, ,18950,621.9,474.7
1/2/2015,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,377.7,378,383.5,378,380.95,366121768,960337,Y, ,14605,402.4,254.15
1/5/2015,N,EQ,Cement,ACC,ACC LIMITED,1425.9,1425,1439.75,1423.75,1433.65,298167418.4,207979,Y, ,8064,1564.65,970.15
1/5/2015,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,230.95,230.95,233.3,229.55,230.65,223580347.6,967248,Y, ,17900,243.8,150.1
1/5/2015,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,775.05,779.9,787.9,772.7,775,1033161796,1326999,Y, ,33728,809.6,460.2
1/5/2015,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,514.3,516.9,520.4,515.1,517.55,1326208707,2561430,Y, ,38963,2043.05,369.05
1/5/2015,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2451.75,2452,2481.2,2450,2460.7,293068093.7,118873,Y, ,9881,2695,1793.2
1/5/2015,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1096.25,1095.2,1108.5,1091.95,1095.95,678248693.9,617381,Y, ,13553,1124.95,511.15
1/5/2015,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,365.05,366.25,366.25,355.6,356.95,519836884.6,1446759,Y, ,27848,420,281.9
1/5/2015,N,EQ,CapGoods,BHEL,BHEL,275.3,276,278.4,270.1,273.4,833036739.1,3041992,Y, ,31682,291.5,145.55
1/5/2015,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,644.4,645,649.45,641.3,645.65,705968891.7,1094372,Y, ,26953,785,316.05
1/5/2015,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,241.4,240,245.35,238.9,243.95,424467667.6,1750083,Y, ,24762,386,228.05
1/5/2015,N,EQ,Pharma,CIPLA,CIPLA LTD,630.15,626,638,626,633,812698604.1,1282895,Y, ,22739,673,366.5
1/5/2015,N,EQ,Metals,COALINDIA,COAL INDIA LTD,381.75,381,386,377,380.25,709809294.3,1857013,Y, ,30568,423.7,240.3
1/5/2015,N,EQ,Housing,DLF,DLF LIMITED,139.2,136.8,137.5,134.8,135.8,806520652.1,5929537,Y, ,34525,242.95,100.1
1/5/2015,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3221.4,3221.4,3221.4,3141,3148.4,929890990.2,293765,Y, ,27851,3666.25,2246.5
1/5/2015,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,444.6,443.35,450.85,440.4,446,349845258.9,785866,Y, ,20893,551.9,332.3
1/5/2015,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3495.7,3500,3547.6,3477,3508.85,347277669.9,99014,Y, ,4229,3789,2426.35
1/5/2015,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1605.25,1615,1615,1568.7,1578.25,798500371.9,503156,Y, ,28045,1776.25,1242.15
1/5/2015,N,EQ,FinSrvc,HDFC,HDFC LTD,1171.9,1168.8,1175,1150.4,1156.4,2572880193,2219458,Y, ,57749,1177.8,755
1/5/2015,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,965.3,970,970.55,955.1,957.15,1150019172,1199000,Y, ,25544,973.95,616.8
1/5/2015,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3098.1,3104,3146.9,3098.1,3119.4,500104611.9,160068,Y, ,12868,3269.95,1907.1
1/5/2015,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,160.1,161,161.95,155.5,156.85,766393568.6,4830121,Y, ,24379,198.9,96.7
1/5/2015,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,755.95,759.75,761.9,755.1,760.3,644649728.3,849252,Y, ,22009,829.75,537.2
1/5/2015,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,362.3,365.3,367.4,361.5,363.05,3417514586,9378264,Y, ,87835,1798.15,319.2
1/5/2015,N,EQ,FinSrvc,IDFC,IDFC LIMITED,158.8,158.8,162.3,158.2,160.9,749565276,4657316,Y, ,27686,166.65,88.05
1/5/2015,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,815.9,818,821.8,812.05,819.1,275277835,336910,Y, ,12396,823.35,369.5
1/5/2015,N,EQ,InfoTech,INFY,INFOSYS LIMITED,2013.2,2009.9,2030,1977.5,1995.9,4979910938,2484256,Y, ,82694,4402.2,1896.3
1/5/2015,N,EQ,Tobacco,ITC,ITC LTD,368.3,368.7,371.8,367.55,369.75,2030236128,5492658,Y, ,51762,400.3,311.4
1/5/2015,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,161.95,164.8,166.75,161.2,162.85,1995755595,12103749,Y, ,50379,351,125.1
1/5/2015,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1271.55,1272.1,1278.85,1262,1266.45,386510013.1,305115,Y, ,15419,1315.5,630.5
1/5/2015,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1534.65,1545.35,1571,1545.35,1556,2265398936,1451018,Y, ,52706,1776.6,951.5
1/5/2015,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1432.3,1434.15,1441.65,1425.25,1430.3,303071246.9,211101,Y, ,9266,1497.5,855.4
1/5/2015,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1224.65,1220.1,1248,1217,1218.45,895288065.5,728354,Y, ,26020,1433.7,846.6
1/5/2015,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3359.6,3382,3469.35,3376.05,3447.8,1849840983,536747,Y, ,29571,3469.35,1540.4
1/5/2015,N,EQ,Metals,NMDC,NMDC LTD.,146.95,147.25,148.7,145.2,146.2,176804107.2,1206770,Y, ,12089,196,123.1
1/5/2015,N,EQ,Power,NTPC,NTPC LTD,144.4,144.55,144.9,143.05,144,263228136.7,1830881,Y, ,14367,168.9,110.65
1/5/2015,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,349.2,347,358,346,353.15,1432373752,4049746,Y, ,53383,471.85,264.15
1/5/2015,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,219.8,221.45,222,216.25,217.75,824222138.5,3754758,Y, ,41991,1135.1,216.15
1/5/2015,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,138.75,138.5,140.1,136.15,138.9,567232621.5,4101387,Y, ,15018,150.9,93.25
1/5/2015,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,885.55,885,890.9,874.1,875.85,2036781223,2309591,Y, ,67035,1145.25,793.1
1/5/2015,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,315.25,316.25,316.8,312.1,312.75,2867431675,9136716,Y, ,88236,2979,287
1/5/2015,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,222.3,222.5,225.3,218.1,219.8,781305028.8,3512083,Y, ,38682,318.3,168.85
1/5/2015,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,826.25,826.1,830.7,824.45,826.75,655678891.2,792287,Y, ,22899,932.5,552.55
1/5/2015,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,511.8,510.1,526,506.7,523.8,3467849662,6686952,Y, ,89227,550.7,332.1
1/5/2015,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,83.35,84.1,84.6,82.7,82.85,161444881.6,1932062,Y, ,12281,115.6,71.4
1/5/2015,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,410.75,413,421.45,413,416.7,2176182849,5205645,Y, ,74723,579.9,332
1/5/2015,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2579.45,2581,2599.9,2524.65,2540.25,2248885541,877121,Y, ,43234,2839.7,1999.5
1/5/2015,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2607.25,2600,2619.7,2555,2563.75,499296596.4,192701,Y, ,9924,2734,1676.35
1/5/2015,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2742.1,2748,2775.4,2726,2747.7,500747472.1,181680,Y, ,18409,2872,1634
1/5/2015,N,EQ,InfoTech,WIPRO,WIPRO LTD,557.3,557.05,565,555.5,558.3,403030862.5,719738,Y, ,20731,621.9,474.7
1/5/2015,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,380.95,379.1,381.6,377.1,380,320042598.6,842678,Y, ,26590,402.4,254.15
1/6/2015,N,EQ,Cement,ACC,ACC LIMITED,1433.65,1425,1428.95,1370.55,1383.55,513335774.9,368755,Y, ,13016,1564.65,970.15
1/6/2015,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,230.65,230,230,220.75,222.15,330985506.5,1479156,Y, ,19436,243.8,150.1
1/6/2015,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,775,775,783,750.4,756.5,1162929862,1510720,Y, ,33064,809.6,460.2
1/6/2015,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,517.55,513.55,513.55,496.75,499.05,2658493012,5284530,Y, ,62148,2043.05,369.05
1/6/2015,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2460.7,2454.3,2469.9,2430,2441.5,1418088576,580496,Y, ,12981,2695,1793.2
1/6/2015,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1095.95,1089,1090,1055,1059.5,756029865.5,704450,Y, ,17326,1124.95,511.15
1/6/2015,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,356.95,356.1,356.1,348.4,354.15,1248926247,3530178,Y, ,59463,420,281.9
1/6/2015,N,EQ,CapGoods,BHEL,BHEL,273.4,270.9,271,259.5,260.95,1003923370,3784332,Y, ,62360,291.5,145.55
1/6/2015,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,645.65,652.4,655.3,630,639.15,1409259791,2186835,Y, ,45768,785,316.05
1/6/2015,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,243.95,238.1,239.75,234.8,235.75,677705341.7,2866284,Y, ,26271,386,228.05
1/6/2015,N,EQ,Pharma,CIPLA,CIPLA LTD,633,631,632,610.5,614.35,1001214102,1615490,Y, ,56508,673,366.5
1/6/2015,N,EQ,Metals,COALINDIA,COAL INDIA LTD,380.25,374,382.1,373.7,379.95,1761817009,4644316,Y, ,69784,423.7,240.3
1/6/2015,N,EQ,Housing,DLF,DLF LIMITED,135.8,134,135.5,132.25,133.65,858567739.7,6414971,Y, ,34897,242.95,100.1
1/6/2015,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3148.4,3130,3130,3055,3065.55,1206194165,391335,Y, ,19849,3666.25,2246.5
1/6/2015,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,446,443.9,443.9,428,431.9,1355667398,3118638,Y, ,55716,551.9,332.3
1/6/2015,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3508.85,3487,3489,3341.9,3375.05,429004392.3,125355,Y, ,9458,3789,2426.35
1/6/2015,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1578.25,1574,1574.4,1522.65,1536.1,1347687528,867602,Y, ,53920,1776.25,1242.15
1/6/2015,N,EQ,FinSrvc,HDFC,HDFC LTD,1156.4,1148.6,1148.6,1096.1,1101.95,2830099552,2531748,Y, ,81436,1177.8,755
1/6/2015,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,957.15,954,956.55,937.55,942.25,1949110146,2054920,Y, ,30301,973.95,616.8
1/6/2015,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3119.4,3098,3098,3001,3014.4,1391344571,457760,Y, ,26926,3269.95,1907.1
1/6/2015,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,156.85,156.3,156.3,151.15,153.4,1084865313,7054029,Y, ,32123,198.9,96.7
1/6/2015,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,760.3,767,779.9,755.4,774.7,2108180903,2738679,Y, ,53735,829.75,537.2
1/6/2015,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,363.05,359.4,359.9,346.2,347.65,4247973198,12074934,Y, ,122618,1798.15,319.2
1/6/2015,N,EQ,FinSrvc,IDFC,IDFC LIMITED,160.9,159.85,159.9,155.1,156,981878877.1,6266521,Y, ,27650,166.65,88.05
1/6/2015,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,819.1,816,816,792.35,798.4,390825812.3,485801,Y, ,10566,823.35,369.5
1/6/2015,N,EQ,InfoTech,INFY,INFOSYS LIMITED,1995.9,1980,1985,1934.1,1954.2,4724458454,2416829,Y, ,108209,4402.2,1896.3
1/6/2015,N,EQ,Tobacco,ITC,ITC LTD,369.75,368.65,369.4,359,360.25,3172690213,8728693,Y, ,75520,400.3,311.4
1/6/2015,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,162.85,160.95,163.4,151.05,152.65,1528440330,9730592,Y, ,51480,351,125.1
1/6/2015,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1266.45,1255,1262.25,1233.55,1251.35,1419602569,1134543,Y, ,45554,1315.5,630.5
1/6/2015,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1556,1541,1544.75,1496.05,1504.1,3085904008,2032017,Y, ,68691,1776.6,951.5
1/6/2015,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1430.3,1425,1428.95,1386.3,1395.85,568403882.2,405597,Y, ,16220,1497.5,855.4
1/6/2015,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1218.45,1215,1224.35,1201,1211.65,1563731378,1289557,Y, ,54947,1433.7,846.6
1/6/2015,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3447.8,3439,3439,3382.5,3395.25,1440882885,422743,Y, ,20162,3469.35,1540.4
1/6/2015,N,EQ,Metals,NMDC,NMDC LTD.,146.2,145.9,145.9,139.15,139.95,318892025.7,2259239,Y, ,19515,196,123.1
1/6/2015,N,EQ,Power,NTPC,NTPC LTD,144,143.5,144.5,138.25,139.2,696910597.4,4936260,Y, ,28225,168.9,110.65
1/6/2015,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,353.15,348.55,348.95,330.6,333.15,2036245502,6016665,Y, ,78415,471.85,264.15
1/6/2015,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,217.75,215,215.3,207.05,207.75,1033838549,4896890,Y, ,46410,1135.1,207.05
1/6/2015,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,138.9,138.05,138.3,134.15,135.8,639853915.8,4662543,Y, ,20152,150.9,93.25
1/6/2015,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,875.85,870,873,832,836.1,3609133017,4258043,Y, ,120767,1145.25,793.1
1/6/2015,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,312.75,310,311.1,298.7,299.9,4677601297,15329257,Y, ,169268,2979,287
1/6/2015,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,219.8,217.95,219.5,206.75,209.05,1297477686,6095798,Y, ,59858,318.3,168.85
1/6/2015,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,826.75,823,824.6,803.7,808.55,1385800600,1709888,Y, ,41359,932.5,552.55
1/6/2015,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,523.8,514.35,514.35,499.25,501.4,3985170191,7894918,Y, ,160548,550.7,332.1
1/6/2015,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,82.85,82,82.3,79.5,79.65,281911763.7,3509161,Y, ,21752,115.6,71.4
1/6/2015,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,416.7,414,414,394.35,396.5,2477168714,6170681,Y, ,80489,579.9,332
1/6/2015,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2540.25,2529.1,2529.1,2440,2446.6,2989615356,1211892,Y, ,84503,2839.7,1999.5
1/6/2015,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2563.75,2555.05,2569,2515.35,2536.25,1240649517,489983,Y, ,31318,2734,1676.35
1/6/2015,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2747.7,2737.7,2739,2651,2670.6,787455281.7,292468,Y, ,23353,2872,1634
1/6/2015,N,EQ,InfoTech,WIPRO,WIPRO LTD,558.3,555,556.4,542.1,545.25,1271592434,2324381,Y, ,45205,621.9,474.7
1/6/2015,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,380,377,378.45,361.2,367.9,534342176.4,1443145,Y, ,32994,402.4,254.15
1/7/2015,N,EQ,Cement,ACC,ACC LIMITED,1383.55,1382,1384.95,1336.2,1367.45,412004301.5,301895,Y, ,13766,1564.65,970.15
1/7/2015,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,222.15,222,222.95,218.1,220.1,258336756.1,1172388,Y, ,28498,243.8,150.1
1/7/2015,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,756.5,763.4,778.35,759.25,771.7,1100285032,1427667,Y, ,45009,809.6,460.2
1/7/2015,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,499.05,498.8,505.35,494.5,498.65,2121271321,4245189,Y, ,58735,2043.05,369.05
1/7/2015,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2441.5,2442,2475.6,2432.05,2447.2,464029079,189191,Y, ,14913,2695,1793.2
1/7/2015,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1059.5,1060,1073,1044.95,1066.7,736478404,695826,Y, ,19915,1124.95,511.15
1/7/2015,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,354.15,351.95,358,350.5,355,1569343055,4415546,Y, ,117150,420,281.9
1/7/2015,N,EQ,CapGoods,BHEL,BHEL,260.95,259.65,260.95,250,253.85,1149854685,4520782,Y, ,59031,291.5,145.55
1/7/2015,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,639.15,637,649.35,637,644.95,844339016.3,1309394,Y, ,47084,785,316.05
